CreditScore;Age;Tenure;EstimatedSalary;Exited
752;31;4;40496,72;0
677;29;3;91903,9;1
850;31;8;178667,7;0
608;48;2;32202,61;0
786;34;9;117034,32;0
777;29;9;163746,09;1
667;31;5;20346,69;0
848;35;5;84710,65;0
486;39;8;120531,31;0
598;64;1;152273,57;0
506;40;3;144345,58;0
612;46;9;96961,0;1
545;30;3;170307,43;0
793;56;8;29880,99;0
682;30;9;195104,91;0
517;62;1;187756,24;1
684;32;9;67599,69;0
692;46;2;105983,09;0
740;60;5;25980,42;1
666;71;1;112222,64;0
693;68;2;59864,96;0
757;33;1;42581,09;0
684;18;9;4777,23;0
691;35;6;178038,17;0
842;44;3;128521,16;1
482;35;5;109029,72;0
735;55;6;2267,88;0
681;63;7;55054,48;0
616;31;8;76456,17;0
850;35;2;75478,95;1
635;43;10;179144,54;0
638;42;8;193471,74;1
820;31;2;103570,8;0
694;58;1;102628,56;1
713;41;3;55772,04;0
543;41;6;192070,16;1
649;41;3;144808,37;0
777;30;4;5008,23;1
561;33;6;173680,39;0
724;41;5;115753,94;0
665;51;8;38928,48;1
441;60;1;174381,23;0
579;22;3;49829,8;0
777;35;7;76169,68;0
739;36;0;133465,57;0
660;40;5;38761,61;0
554;35;8;176779,46;0
850;24;6;13159,9;0
842;35;9;48217,97;1
785;38;1;134964,85;1
550;25;0;184221,11;0
750;39;6;19264,33;0
490;38;3;92797,23;0
605;28;10;33114,24;0
563;42;6;154347,95;1
675;34;8;184842,21;0
621;36;7;155743,48;0
850;40;6;88815,25;0
711;41;3;193747,57;0
549;55;1;116548,02;1
764;34;6;166324,79;1
627;30;3;40199,01;0
850;34;2;51919,04;0
614;36;1;73329,08;0
685;44;2;145387,05;1
683;49;7;140763,18;0
643;35;2;67979,35;0
561;49;1;133051,64;1
601;20;9;86791,9;0
766;27;7;47579,25;0
699;29;3;151623,71;0
850;29;1;164039,51;0
792;50;4;16528,4;1
636;67;7;66753,1;1
850;43;5;19244,58;0
628;40;10;103832,58;0
736;63;10;502,7;0
711;21;0;1408,68;0
583;22;2;5985,36;0
757;46;0;37460,05;0
749;33;10;30396,43;0
705;34;7;2498,67;0
585;54;8;55346,14;0
437;43;6;148330,97;1
741;64;2;59237,72;0
738;26;9;48644,94;0
586;33;10;140759,03;0
627;57;9;107712,42;0
551;76;2;181718,73;0
606;38;3;37054,65;0
674;22;3;173940,59;0
584;31;6;99298,8;0
590;40;8;62933,03;0
585;56;4;55287,84;0
508;25;2;48197,06;0
458;44;7;178642,73;0
692;36;3;8282,22;0
502;33;5;33300,56;0
518;46;3;76515,79;0
660;46;5;33680,56;0
698;52;1;168886,39;1
678;54;7;191746,23;1
773;63;9;93091,02;0
619;52;8;23904,52;0
684;59;9;15807,07;0
635;34;3;83773,02;0
680;25;4;90162,35;0
608;34;3;36639,25;0
603;55;7;139469,11;1
579;43;2;198402,37;1
756;34;2;194584,48;0
611;30;2;159629,64;0
532;24;8;34231,48;0
684;63;3;69643,31;1
647;33;3;90270,16;0
583;38;8;47848,56;0
774;42;2;162865,52;0
677;58;9;168650,4;0
542;25;8;54372,37;0
613;29;0;133897,32;0
666;40;5;147878,05;0
777;28;2;118313,38;0
581;50;2;181224,24;1
705;32;7;7921,57;0
673;44;8;5708,19;0
594;23;4;56756,52;1
648;51;2;4121,04;1
605;41;10;97213,09;0
734;40;9;12799,23;0
572;36;8;50400,32;0
595;33;9;41447,86;0
749;42;2;185543,35;0
573;46;3;189988,65;1
624;33;6;170819,01;0
703;56;9;85547,33;1
665;41;8;137037,97;0
648;42;4;19283,14;0
850;48;2;169425,3;1
569;32;8;132038,65;0
566;21;3;3626,47;0
537;47;4;50881,51;0
706;46;7;149170,25;1
734;43;7;182505,68;0
586;36;5;194072,56;1
612;38;1;9209,21;0
648;34;0;167931,81;0
557;27;3;123096,56;0
643;20;0;3965,69;0
433;49;10;87711,61;0
643;41;7;49667,28;0
488;36;0;136675,22;0
758;68;6;35865,44;1
743;39;3;26136,13;0
730;47;7;33373,26;1
746;49;7;10096,25;0
666;59;8;188782,3;0
580;33;7;79775,19;0
850;27;6;152740,16;0
563;22;3;5791,85;0
766;28;3;13182,43;0
659;32;9;187551,24;0
607;28;1;110560,14;0
644;35;5;63795,62;0
746;47;8;62086,62;0
588;33;2;12483,56;0
691;30;9;10963,04;0
666;38;6;8247,0;0
640;46;3;156260,08;0
611;29;4;26927,69;0
651;45;8;84782,42;1
529;29;8;19842,11;0
676;36;3;95393,43;0
639;46;10;133995,59;0
782;36;5;108003,38;0
641;32;5;99154,86;0
697;38;1;49503,5;0
623;45;0;196533,72;1
494;41;2;188426,13;1
731;38;10;171340,68;1
657;44;6;79071,89;0
744;38;9;20940,76;0
774;46;9;34774,26;0
850;45;1;6865,41;1
551;45;6;51143,43;0
638;36;6;47031,4;1
792;42;0;47160,01;0
666;36;8;158666,99;0
716;30;2;65464,66;0
594;31;0;78255,86;0
600;57;9;103548,25;0
565;49;7;89609,26;0
678;48;2;193476,04;0
648;31;5;5199,02;0
642;40;8;52827,51;0
706;67;1;86507,88;1
668;43;10;100423,88;0
635;41;1;175611,5;0
603;30;6;19282,85;0
635;72;4;27448,33;0
642;40;7;183963,34;0
785;54;1;45113,92;1
628;28;3;110776,01;0
499;38;9;183042,2;0
567;34;10;161571,79;0
449;32;0;166692,03;0
701;35;10;71173,64;0
613;37;3;5353,12;0
683;39;2;86019,48;0
581;35;4;86383,82;0
620;61;5;31641,52;1
561;28;6;70548,96;0
558;26;1;24411,02;0
642;35;2;122254,86;0
805;24;6;186035,72;0
687;35;9;73133,82;0
695;56;1;187734,49;1
562;33;6;111590,35;0
613;38;9;15859,95;0
589;37;5;61324,87;0
593;31;8;176868,89;0
714;34;5;98896,06;0
588;35;7;108739,15;0
679;39;6;12266,06;0
730;38;5;163317,5;0
833;47;2;182247,77;0
586;33;7;168261,4;0
567;54;5;158590,66;1
637;30;1;102566,46;1
711;38;4;141827,83;0
828;30;4;161671,15;0
500;38;7;192013,23;0
807;47;1;127875,1;0
850;40;8;60811,56;0
782;70;7;131177,22;0
629;31;6;130862,11;0
582;33;6;72970,93;0
468;22;2;28123,99;0
670;36;3;140754,19;1
805;39;2;166650,32;0
720;26;10;45507,24;0
781;29;6;112202,64;0
592;33;2;37140,2;0
542;42;1;178256,58;1
532;42;1;100982,93;1
520;39;1;109626,13;1
759;45;8;99251,24;0
473;35;6;143345,69;0
639;35;5;59653,03;0
705;25;3;196864,61;0
530;52;1;109960,4;1
516;33;10;127256,7;0
850;40;0;1099,95;0
746;33;2;146192,4;0
622;33;3;48553,77;0
743;30;7;144407,1;0
732;38;5;195760,53;0
850;81;5;44827,47;0
850;34;3;88743,99;0
686;34;6;88837,11;0
556;40;8;62112,7;0
673;37;4;163563,07;0
809;38;2;174800,31;0
634;56;3;42429,88;1
630;37;6;82647,65;0
564;30;0;134175,15;0
625;51;4;92243,94;1
677;34;4;6175,53;0
583;40;9;29213,63;0
592;45;8;67214,02;0
637;49;2;169037,84;1
850;30;6;188809,23;0
633;42;10;79408,17;0
751;36;5;89222,66;0
592;31;7;86079,67;0
716;50;2;12944,17;1
641;42;3;166516,84;0
849;35;4;126419,8;0
647;47;10;89103,05;0
608;30;2;132973,17;0
555;26;7;93122,41;0
497;27;7;167522,19;0
599;38;9;157239,6;0
545;33;1;107429,71;0
774;36;9;75304,09;0
464;46;6;182944,47;0
696;27;2;5983,7;0
667;45;3;163655,01;0
812;32;5;89385,92;0
516;51;8;168773,54;0
645;39;8;96864,36;0
664;32;5;134455,84;0
427;39;9;28368,37;0
685;40;7;103898,59;0
585;33;4;63239,65;0
519;21;1;170138,68;1
708;67;1;3837,08;0
717;22;5;92977,75;0
465;24;6;191368,37;0
829;28;3;104889,2;1
826;26;5;60285,3;0
747;36;8;180693,61;0
707;32;9;126475,79;0
590;37;1;133535,99;0
603;57;6;87412,24;1
615;45;5;164886,64;0
634;36;1;116238,39;0
716;41;8;138051,19;0
647;41;4;101617,64;1
591;44;10;1985,41;0
574;34;1;165626,6;0
467;51;10;177784,68;1
701;35;2;65765,22;0
747;34;10;50759,8;0
650;32;2;163216,48;0
731;39;2;74850,93;0
638;26;1;23491,09;0
569;41;2;134272,57;0
459;50;5;155721,15;0
632;23;3;147230,77;1
683;73;8;133210,44;0
850;46;2;18986,12;0
512;41;6;100507,81;0
616;31;3;59346,4;1
664;36;1;95372,64;0
694;30;10;31805,49;0
655;24;9;51959,82;0
607;33;8;130824,57;0
684;39;4;157694,76;1
763;37;8;933,38;0
671;50;8;2560,11;0
592;38;3;12905,89;1
666;36;6;176692,87;0
667;34;5;102908,63;0
850;36;6;41291,05;0
622;42;9;119127,06;0
577;30;8;126434,61;0
555;21;1;103901,35;0
547;62;10;85153,0;0
613;50;5;12493,61;0
672;43;4;167336,78;0
624;36;10;186180,42;0
698;50;1;88566,9;1
606;37;6;172526,9;1
720;31;4;137985,69;0
835;23;9;19793,73;1
771;47;3;107874,39;0
811;47;3;171995,34;0
734;33;5;61829,89;0
548;33;6;31728,35;0
652;31;3;155221,05;1
707;33;2;130866,95;0
605;56;1;62199,78;1
623;34;9;24255,21;0
686;29;3;64679,07;0
525;47;1;88120,78;1
657;41;8;66463,62;0
730;33;7;15142,1;1
816;34;2;102908,91;0
484;50;2;48170,57;0
728;34;6;11597,69;0
730;39;6;172450,04;1
477;31;9;184061,17;0
663;46;6;21038,58;1
549;34;6;109538,35;0
714;29;9;129192,55;0
430;49;3;146516,86;1
504;43;5;181430,91;0
530;29;5;121451,21;0
619;29;4;131712,51;0
617;44;9;53294,17;0
791;31;1;96546,55;0
609;48;1;184524,65;1
780;51;4;195259,31;1
777;34;5;172618,52;0
817;27;7;59259,44;0
850;58;8;25899,21;1
732;36;9;3749,0;1
693;40;4;101918,96;0
576;50;8;57802,62;0
643;37;6;142454,77;0
757;47;3;143829,54;0
569;30;6;44114,88;0
772;36;3;186948,35;0
576;29;7;173629,78;0
608;28;4;49133,45;0
794;33;0;178122,71;0
593;50;6;20893,61;0
597;38;1;41303,29;0
541;39;9;199808,1;1
692;24;2;180490,53;0
697;48;1;87400,53;0
768;29;2;73686,75;0
802;38;1;172497,73;0
584;47;5;89286,29;0
614;66;2;180082,7;0
850;36;6;22102,25;1
671;38;6;76068,95;0
626;52;0;32159,46;1
770;68;2;159557,28;1
633;38;2;107673,35;0
663;40;6;33607,72;0
581;43;5;141035,65;1
561;45;2;115719,08;0
479;51;1;86128,21;1
769;31;6;147668,64;0
659;60;2;177480,45;1
590;51;10;190937,09;0
560;50;3;84531,79;0
437;35;6;161133,4;0
661;34;0;185555,63;0
677;36;10;33075,24;0
560;31;3;39806,75;0
578;35;2;26389,92;0
421;34;6;12162,76;0
492;49;2;167237,94;0
545;32;6;52067,37;0
640;43;9;184006,36;1
624;34;6;582,59;1
577;28;7;143274,41;0
704;31;5;54474,48;1
523;45;5;121428,2;0
793;35;2;79704,12;0
564;53;2;41055,71;1
711;33;1;41590,4;0
791;33;10;54019,93;1
629;38;9;76053,07;0
729;39;6;184977,2;1
651;35;8;127678,95;1
695;39;4;1243,97;0
847;31;5;76326,67;0
704;47;5;145338,61;0
613;33;3;57751,21;0
692;29;4;138880,24;0
720;34;3;136120,29;0
577;41;6;167621,18;0
710;24;7;173276,62;0
716;38;1;99661,46;0
410;33;6;66333,56;1
584;36;4;70240,79;0
792;30;1;113553,42;0
605;36;6;690,84;0
486;24;1;98802,76;0
615;41;4;130661,95;0
676;23;1;116378,82;0
571;34;1;186052,15;0
850;37;9;100101,06;0
717;48;7;169952,82;0
642;39;8;61792,76;1
780;47;7;37973,13;0
492;38;8;188974,81;0
760;29;5;86334,64;0
500;40;1;152845,99;0
654;36;2;146652,11;0
606;25;3;45482,04;1
367;42;6;168816,73;1
799;38;2;59297,34;0
434;71;9;125848,88;0
719;32;7;76264,27;0
641;37;2;3939,87;0
461;25;6;15306,29;0
790;25;5;58214,79;0
588;31;4;35877,03;0
621;27;4;21254,06;0
768;48;3;24533,89;1
681;38;2;23531,5;0
606;37;8;89099,18;0
542;37;8;807,06;0
713;24;7;121592,5;0
597;33;2;4700,66;0
635;27;3;161909,95;0
599;61;1;90389,61;1
496;44;0;2919,21;1
759;31;8;99086,74;0
757;31;1;163170,32;0
564;31;0;72757,33;0
561;22;6;73286,8;0
702;40;3;146056,29;0
678;40;8;167673,37;0
707;46;7;146011,55;0
610;27;9;103381,47;0
744;42;1;83022,92;0
598;28;8;46041,08;0
562;36;5;182843,24;0
621;59;2;171364,18;0
659;50;3;183399,12;1
722;40;6;152883,95;0
606;39;3;50560,45;1
603;39;5;54702,66;0
506;59;3;78365,75;0
715;21;8;68666,63;0
690;47;2;151375,73;0
644;40;10;19959,67;0
589;36;8;26955,72;0
592;66;5;76267,59;0
632;42;4;100998,5;0
577;59;7;191070,01;0
588;30;3;176858,5;0
617;54;6;45325,26;0
668;36;3;190958,48;1
810;32;9;78896,59;0
767;47;5;121964,46;1
718;49;10;11144,4;0
589;27;4;144181,48;0
778;33;5;32757,55;0
724;34;3;80320,3;0
477;39;4;185830,72;0
580;34;6;160095,31;0
566;63;2;52198,84;0
711;29;3;31811,44;0
706;32;5;104181,78;0
703;31;6;67667,19;0
679;39;2;193974,47;0
603;32;7;198055,94;1
598;34;0;43249,67;0
836;32;4;55218,02;0
687;61;7;131305,37;1
704;41;4;43117,1;0
605;75;2;186655,11;0
516;40;9;33266,29;0
572;39;2;555,28;0
557;42;6;150944,31;1
443;59;4;72846,58;1
604;25;7;35279,74;0
483;27;1;2101,89;0
702;50;3;94949,84;0
670;57;3;99061,75;1
804;38;3;74692,06;0
850;30;3;116692,8;0
554;39;10;32824,15;0
588;37;7;139607,61;0
758;32;4;115525,13;0
787;43;0;20955,03;1
582;25;9;52341,15;0
633;33;4;159813,18;0
766;47;9;169935,46;1
564;37;9;146033,52;0
602;37;3;153122,73;0
649;39;3;60335,24;0
679;40;7;163757,29;0
639;34;7;156648,81;0
790;50;8;176471,78;1
565;32;9;5388,3;0
478;50;2;93332,64;1
825;29;3;71192,82;0
528;32;0;170309,19;0
577;35;5;109794,31;0
663;24;7;166310,82;0
505;25;5;126728,27;0
633;29;6;30338,94;0
586;38;6;37935,83;0
850;35;9;25329,48;0
629;37;1;49676,33;0
744;56;9;169498,61;0
750;36;7;26500,29;1
637;28;3;166458,41;0
575;40;1;181294,39;0
671;58;1;21768,21;0
571;40;5;72849,29;0
590;41;1;24499,97;0
619;38;3;98994,92;0
640;30;5;141446,01;0
670;38;7;77864,41;0
737;33;4;115115,32;0
555;32;10;168605,96;0
742;33;6;38550,4;0
618;40;0;160618,61;1
560;35;1;3701,63;0
654;38;8;88659,44;0
787;42;2;44273,91;0
611;53;7;156495,39;1
559;34;0;182988,94;0
481;37;8;175082,2;0
753;32;5;148811,14;0
675;32;1;85901,09;0
748;31;1;199255,32;0
610;46;5;107973,44;0
580;32;9;128028,6;0
624;40;3;104610,86;0
709;36;8;69676,55;0
605;34;2;35982,42;0
706;53;7;117939,17;0
567;40;8;95140,62;0
747;21;4;167682,57;0
664;57;1;56562,57;0
711;39;3;90305,97;0
609;25;10;109895,16;0
632;28;7;1843,24;0
725;36;1;102747,02;0
850;34;9;97465,89;0
682;40;4;105352,55;0
797;37;4;85801,77;0
668;38;1;69370,05;0
783;41;5;176945,96;0
766;28;4;21597,2;0
704;36;2;152039,67;0
722;40;6;111893,09;0
692;34;7;195074,62;0
584;35;2;15959,01;0
644;51;4;72628,84;1
598;50;5;64157,24;1
733;48;7;23860,5;0
615;58;3;85687,09;1
850;39;2;179451,42;0
521;43;8;93180,09;0
675;69;1;157097,09;0
746;58;3;80344,96;1
770;33;4;26080,54;1
618;30;3;31406,93;0
556;36;7;32044,64;0
749;27;9;132734,87;0
702;43;6;61602,42;0
555;42;6;41304,44;1
587;47;6;57962,41;0
639;38;3;42862,82;0
643;33;4;152992,04;0
600;41;1;91193,65;0
651;53;7;130132,41;0
666;27;4;88751,45;0
520;39;6;104118,93;0
650;50;7;42028,16;0
564;33;3;75632,78;0
586;64;1;53710,23;0
617;35;5;13066,3;0
712;30;6;152417,97;0
654;55;3;3299,01;0
605;27;9;198091,81;0
491;36;0;103934,12;0
707;35;9;70403,65;0
638;34;5;102179,86;0
683;43;2;30375,18;0
815;38;2;184796,84;0
645;38;1;166264,89;0
645;49;4;88391,97;0
683;30;4;115186,97;0
705;37;10;13935,53;1
647;35;4;83910,4;0
786;33;0;34712,34;1
534;41;9;13871,34;0
602;42;1;139494,75;0
695;42;0;140724,64;0
553;25;7;20682,46;0
516;31;3;124202,26;0
655;34;3;159638,77;0
849;49;9;171056,65;1
520;43;3;25333,03;1
568;46;3;29372,62;0
695;32;9;38533,79;0
807;28;7;156122,13;1
642;36;2;57904,22;1
703;39;1;31257,1;1
556;38;2;193214,05;0
585;30;6;137757,69;0
587;49;7;13308,2;1
524;32;6;132861,9;1
556;31;1;125083,29;0
504;44;4;12405,2;0
731;26;3;37697,29;0
651;34;3;105599,65;0
675;40;8;142783,98;1
657;22;6;168412,07;1
686;33;9;184036,47;0
690;35;9;48478,47;0
567;36;7;3896,08;0
557;57;1;132370,75;1
446;45;10;128260,86;1
850;31;1;106534,15;0
637;41;2;102515,42;0
499;60;7;83643,87;0
622;34;7;138906,85;1
684;37;1;29995,83;1
612;32;3;164081,42;0
813;29;5;187976,88;1
850;44;2;158171,36;0
795;29;4;155711,64;0
628;55;7;85890,75;1
565;38;7;83844,79;0
601;39;3;41777,9;1
802;40;4;81908,09;0
614;37;6;139377,24;1
434;55;6;73562,05;1
522;32;8;165786,1;0
550;36;2;174921,91;0
599;25;3;120790,02;0
493;36;5;56092,51;0
755;34;3;158816,03;0
605;62;4;125660,99;0
708;41;0;128400,62;0
699;44;8;107181,22;0
763;53;4;77203,72;1
743;25;6;129740,11;0
660;48;0;187604,97;1
619;38;10;184754,26;0
739;32;3;63981,37;1
769;60;9;192831,67;1
692;69;10;70849,47;0
560;30;0;27914,95;0
607;48;4;173568,3;1
630;29;6;9324,31;1
767;45;7;26628,88;1
543;34;8;145601,8;0
776;39;8;144496,07;0
535;58;1;11779,98;1
549;36;6;83983,39;1
844;28;4;123318,37;0
586;47;5;65481,86;0
583;40;3;47728,0;0
701;26;5;59195,05;0
726;28;2;98060,51;0
829;36;4;90106,94;0
749;38;9;13549,34;0
743;46;9;113436,08;0
619;56;7;42442,21;0
699;22;9;68297,61;1
749;36;7;80134,65;0
600;29;6;96051,1;0
760;38;3;80682,35;0
528;32;2;111149,98;0
630;26;5;182612,38;0
683;39;2;109201,43;0
677;26;6;151146,67;0
669;29;9;93901,61;0
693;43;6;36342,79;0
612;52;5;98302,57;1
719;44;4;84972,9;1
702;26;2;108747,12;1
755;29;9;21862,19;0
514;26;1;121551,93;0
753;40;0;177065,24;1
548;36;2;140460,01;0
850;28;2;35337,31;0
612;38;7;193502,93;0
628;33;8;32174,03;0
479;47;6;5811,9;1
724;41;5;149593,61;0
512;41;7;37439,9;1
638;43;3;142763,51;1
834;40;7;45038,74;0
781;29;9;172097,4;0
707;48;7;180344,69;1
670;22;2;37392,56;0
663;33;8;36864,05;0
624;23;5;132418,59;0
598;34;4;60894,26;0
619;23;5;143913,33;0
792;70;3;172240,27;0
683;26;7;86619,77;0
691;33;6;164074,89;0
765;33;5;69039,43;0
508;49;1;132468,76;1
637;33;9;65316,5;0
667;44;5;57164,19;0
575;22;8;34397,08;0
744;46;1;177431,59;1
567;41;9;142009,46;1
502;35;6;80618,47;0
609;53;6;124218,27;0
715;37;9;85286,3;0
541;32;8;40889,14;0
850;71;4;107236,87;0
595;23;7;168085,97;0
650;28;5;146663,43;1
625;44;7;4791,8;0
817;59;1;120819,58;0
526;49;2;114539,67;1
850;34;4;154000,99;0
598;40;2;137980,58;1
613;36;9;83343,73;0
709;62;3;82195,15;0
678;27;5;149550,95;0
720;71;5;197688,5;0
662;26;0;72929,96;0
525;51;10;171045,35;1
662;31;3;27731,05;0
770;33;6;126131,9;0
721;33;4;103931,49;0
633;58;2;147635,33;1
701;51;9;61961,57;0
556;42;0;125435,47;1
639;66;0;42240,54;0
632;50;2;57942,88;0
456;29;5;153419,62;0
729;38;10;189727,12;0
632;34;2;165385,55;0
433;34;9;19687,99;0
802;60;3;39473,63;1
670;25;7;144723,38;0
738;40;6;194895,57;1
706;34;0;77271,91;0
592;70;5;105096,82;1
522;41;7;176780,39;0
746;48;5;153786,46;1
651;42;2;43612,06;0
494;28;9;79479,74;0
753;46;9;92320,37;1
671;36;2;193201,86;0
696;42;4;126353,13;1
577;43;3;135008,92;0
587;36;1;17135,6;0
712;37;7;60651,77;0
498;35;2;188343,05;0
660;37;2;23291,83;0
678;29;6;64443,75;0
530;37;8;287,99;0
559;48;2;137961,41;0
624;42;3;72169,95;1
592;28;5;39608,58;0
767;48;9;175458,21;0
653;38;5;89524,83;0
678;27;2;13221,25;0
586;42;2;102889,34;0
550;40;8;166468,21;1
643;28;9;27149,27;0
612;39;5;59601,15;0
674;27;4;22026,18;0
657;29;7;153059,62;0
724;35;0;167313,07;0
500;34;4;12833,96;0
688;20;8;197582,79;0
599;50;3;4033,39;1
631;29;7;125877,22;0
634;52;1;176913,42;0
545;37;3;105476,65;0
644;18;8;59172,42;0
690;54;1;108731,02;1
711;34;6;175310,38;0
712;29;8;38170,04;0
627;27;1;105887,04;0
694;39;3;95625,03;0
534;35;4;9541,15;0
603;45;9;148516,79;0
808;33;2;113907,8;0
723;30;1;164647,72;1
585;35;2;98621,04;1
706;34;8;37479,97;0
671;31;6;15846,42;0
597;43;2;5104,08;1
646;43;8;61937,6;0
801;46;6;170008,74;0
731;33;5;165000,68;0
620;25;1;76197,05;0
484;40;7;118045,98;0
647;47;5;157360,9;0
688;40;8;196226,38;0
680;30;4;44384,57;1
689;46;7;72993,65;0
513;34;7;124571,09;0
553;35;2;43640,16;0
689;47;2;31121,42;0
517;46;4;22372,78;0
731;37;8;170338,35;0
687;47;1;158845,49;1
507;32;7;67926,18;0
468;22;1;194783,12;0
682;58;4;176036,01;0
603;24;3;198826,03;1
522;25;1;168683,57;0
629;41;10;6936,27;0
729;32;7;179230,23;0
574;39;5;103421,91;0
677;39;0;147578,26;0
627;28;5;130504,49;0
788;36;10;16149,13;0
697;63;7;118862,08;1
578;45;1;143397,14;1
519;48;10;137959,0;0
632;40;9;93702,96;1
679;39;4;172939,3;1
699;30;9;108162,13;0
615;64;0;35896,09;0
622;36;9;104852,6;0
755;28;7;188850,89;0
767;42;2;28615,8;0
752;38;10;172001,44;0
633;26;8;60116,57;0
717;59;4;170528,63;0
585;45;0;189683,7;0
751;37;9;49734,94;0
754;65;1;121529,59;1
495;47;10;71071,47;0
650;34;4;142995,32;0
529;31;6;13054,25;0
585;43;2;89402,54;0
668;32;1;111241,37;0
591;38;2;119638,85;0
731;19;6;151581,79;0
754;45;6;73881,68;1
650;46;9;176902,83;0
588;41;2;7034,94;0
712;29;7;122547,58;0
691;34;7;161559,12;0
771;41;10;137510,41;1
678;39;6;185366,56;0
719;40;9;182224,14;0
610;36;7;42581,04;0
722;37;9;31921,95;0
758;23;5;102460,84;1
709;32;2;109681,29;0
634;53;3;106345,05;1
678;49;1;102472,9;0
633;35;3;36249,76;0
710;43;9;32996,89;1
640;45;8;195123,94;0
656;63;8;57014,43;0
551;59;2;159483,76;1
786;39;7;100929,59;0
561;49;8;12513,07;0
807;42;5;74900,9;0
602;38;2;137111,89;0
727;31;3;60212,51;0
678;40;1;187343,4;0
730;23;8;183284,53;0
596;30;1;8125,39;0
686;39;3;103220,56;0
684;26;2;96885,19;0
797;32;1;8877,06;0
658;39;4;147530,06;0
653;27;6;33389,42;0
641;37;6;45309,24;0
656;41;6;35230,61;0
750;36;6;59816,41;0
768;40;8;69080,46;0
568;33;7;143450,61;0
706;36;9;40774,01;0
430;38;8;99377,27;0
745;35;4;133617,43;0
747;43;1;101495,0;1
657;40;7;119333,95;1
639;42;4;167682,37;0
704;44;3;152884,85;0
651;23;4;70400,86;0
706;44;2;65413,41;0
632;30;2;182728,8;0
751;42;4;81442,6;0
767;35;2;144251,38;0
741;39;5;40207,06;0
651;29;3;54530,51;1
601;46;2;32683,88;1
520;34;3;104703,96;0
626;27;4;26907,43;0
811;30;6;180591,32;0
730;32;9;60905,51;0
604;47;4;47777,15;1
499;44;6;108222,68;0
754;40;2;3554,63;0
716;29;8;78616,92;0
636;20;10;100566,81;0
470;25;8;183259,35;0
444;43;3;159131,21;0
809;48;2;160976,85;1
850;30;3;42933,26;0
637;27;1;91291,2;0
512;43;1;52471,36;0
774;43;1;108804,28;0
641;57;5;122449,18;0
586;42;6;41682,3;0
611;30;9;148887,69;0
660;31;1;137784,25;0
532;43;9;190573,91;1
557;38;2;102076,03;0
730;25;5;56307,51;0
535;27;6;49775,58;0
773;36;4;4395,45;0
510;44;4;28461,29;1
539;39;1;28184,7;0
690;48;2;3149,1;0
821;40;1;194273,12;0
687;35;1;148537,07;0
557;46;4;116378,31;0
532;37;5;6761,84;0
540;39;2;81995,92;0
705;55;8;14392,68;0
542;35;9;468,94;1
706;38;1;122379,54;0
765;56;1;13228,93;1
529;67;8;154002,02;1
714;54;7;112777,38;0
582;41;1;128528,83;0
609;40;10;170122,22;0
518;28;9;2803,89;0
791;35;5;181918,26;1
747;42;4;115241,96;1
565;40;2;129956,13;0
735;34;1;45858,49;0
697;49;7;131083,56;1
813;27;6;46422,46;0
772;43;6;57675,88;0
606;71;8;169741,96;0
667;42;10;26022,37;0
637;40;9;125334,16;1
542;67;10;21343,74;0
762;43;5;139971,01;0
698;39;4;47455,82;0
850;32;8;55593,8;0
621;50;5;191756,54;1
671;48;9;76373,38;0
775;31;9;169278,51;0
504;34;0;136909,88;0
751;37;3;54865,92;0
691;30;7;156529,44;0
841;32;2;113482,2;0
709;23;8;63446,47;0
673;37;2;13624,02;0
541;37;9;148814,54;0
661;31;3;65567,91;0
784;42;2;6409,55;0
742;35;2;126997,53;0
850;55;7;171762,87;1
443;35;9;129031,19;1
778;48;3;182691,31;0
529;39;6;12351,01;0
678;37;2;135123,96;0
516;65;9;181490,42;0
469;35;5;186490,37;0
786;40;6;41248,8;0
703;41;6;116267,28;0
579;41;0;9201,53;0
565;38;5;80630,32;0
443;44;2;159165,7;0
589;37;7;86490,09;1
691;44;6;197572,41;0
711;28;8;105159,89;0
775;27;4;40807,26;0
621;35;7;143,34;0
350;51;10;125823,79;1
668;30;8;138465,7;0
633;27;3;44008,91;0
697;43;8;66893,28;1
734;30;7;76503,06;0
434;41;4;56784,11;0
646;48;8;175657,55;0
764;30;5;105155,66;0
727;41;10;47468,56;0
724;29;6;64729,51;0
749;42;9;101108,85;1
706;47;10;140938,95;1
728;30;10;37662,49;0
636;44;2;86414,41;0
634;34;3;41820,65;0
627;43;8;127734,16;0
518;59;5;123872,0;0
687;29;7;113050,92;0
622;23;8;131389,39;0
693;45;4;26589,56;0
450;25;9;195463,35;0
664;49;5;108876,75;1
663;28;8;136054,45;0
660;34;8;182262,66;0
579;29;10;129209,09;0
655;44;6;64853,51;1
683;47;1;148989,15;0
655;32;2;71047,51;0
575;30;8;185341,63;0
574;30;5;137793,35;0
795;32;2;198317,23;0
776;43;4;162137,5;0
707;52;7;109688,82;1
705;37;3;36320,87;1
678;44;2;31384,86;0
663;34;10;114083,73;0
748;66;8;163331,65;0
677;34;10;50777,77;0
634;63;10;30772,86;1
350;60;3;113796,15;1
727;61;0;188729,08;1
773;51;8;86701,4;0
675;39;1;153129,22;0
649;36;6;19825,09;0
552;29;10;12186,83;0
761;62;5;86920,97;1
622;31;7;35408,77;0
615;59;8;165576,55;0
681;31;4;48226,76;0
768;30;6;199454,37;0
617;34;9;118749,58;0
452;33;6;151623,91;0
